,Unnamed: 0,original,Texto,endereço,tipo,resultado,pre
1301,1854,§ 2º - O Tribunal Regional Eleitoral elegerá seu Presidente e o Vice-Presidente- dentre os desembargadores.,§ 2º - O Tribunal Regional Eleitoral elegerá seu Presidente e o Vice-Presidente- dentre os desembargadores.,"cf88,3,14,25,,124,875,,",par,1301,§ 2º  o tribunal regional eleitoral elegerá seu presidente e o vicepresidente dentre os desembargadores.
1302,1855,"Art. 121. Lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.","Art. 121. Lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.","cf88,3,14,25,,125,,,",art,1302,"art. 121. lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais."
1303,1856,"§ 1º Os membros dos tribunais, os juízes de direito e os integrantes das juntas eleitorais, no exercício de suas funções, e no que lhes for aplicável, gozarão de plenas garantias e serão inamovíveis.","§ 1º Os membros dos tribunais, os juízes de direito e os integrantes das juntas eleitorais, no exercício de suas funções, e no que lhes for aplicável, gozarão de plenas garantias e serão inamovíveis.","cf88,3,14,25,,125,876,,",par,1303,"§ 1º os membros dos tribunais, os juízes de direito e os integrantes das juntas eleitorais, no exercício de suas funções, e no que lhes for aplicável, gozarão de plenas garantias e serão inamovíveis."
1304,1857,"§ 2º Os juízes dos tribunais eleitorais, salvo motivo justificado, servirão por dois anos, no mínimo, e nunca por mais de dois biênios consecutivos, sendo os substitutos escolhidos na mesma ocasião e pelo mesmo processo, em número igual para cada     categoria.","§ 2º Os juízes dos tribunais eleitorais, salvo motivo justificado, servirão por dois anos, no mínimo, e nunca por mais de dois biênios consecutivos, sendo os substitutos escolhidos na mesma ocasião e pelo mesmo processo, em número igual para cada     categoria.","cf88,3,14,25,,125,877,,",par,1304,"§ 2º os juízes dos tribunais eleitorais, salvo motivo justificado, servirão por dois anos, no mínimo, e nunca por mais de dois biênios consecutivos, sendo os substitutos escolhidos na mesma ocasião e pelo mesmo processo, em número igual para cada     categoria."
1305,1858,"§ 3º São irrecorríveis as decisões do Tribunal Superior Eleitoral, salvo as que contrariarem esta Constituição e as denegatórias de habeas corpus ou mandado de segurança.","§ 3º São irrecorríveis as decisões do Tribunal Superior Eleitoral, salvo as que contrariarem esta Constituição e as denegatórias de habeas corpus ou mandado de segurança.","cf88,3,14,25,,125,878,,",par,1305,"§ 3º são irrecorríveis as decisões do tribunal superior eleitoral, salvo as que contrariarem esta constituição e as denegatórias de habeas corpus ou mandado de segurança."
1306,1859,§ 4º Das decisões dos Tribunais Regionais Eleitorais somente caberá recurso quando:,§ 4º Das decisões dos Tribunais Regionais Eleitorais somente caberá recurso quando:,"cf88,3,14,25,,125,879,,",par,1306,§ 4º das decisões dos tribunais regionais eleitorais somente caberá recurso quando:
1307,1860,I - forem proferidas contra disposição expressa desta Constituição ou de lei;,"Art. 121. Lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.§ 4º Das decisões dos Tribunais Regionais Eleitorais somente caberá recurso quando:I - forem proferidas contra disposição expressa desta Constituição ou de lei;","cf88,3,14,25,,125,879,280,",art-parag-inciso,1307,"art. 121. lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.§ 4º das decisões dos tribunais regionais eleitorais somente caberá recurso quando: forem proferidas contra disposição expressa desta constituição ou de lei;"
1308,1861,II - ocorrer divergência na interpretação de lei entre dois ou mais tribunais eleitorais;,"Art. 121. Lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.§ 4º Das decisões dos Tribunais Regionais Eleitorais somente caberá recurso quando:II - ocorrer divergência na interpretação de lei entre dois ou mais tribunais eleitorais;","cf88,3,14,25,,125,879,281,",art-parag-inciso,1308,"art. 121. lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.§ 4º das decisões dos tribunais regionais eleitorais somente caberá recurso quando: ocorrer divergência na interpretação de lei entre dois ou mais tribunais eleitorais;"
1309,1862,III - versarem sobre inelegibilidade ou expedição de diplomas nas eleições federais ou estaduais;,"Art. 121. Lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.§ 4º Das decisões dos Tribunais Regionais Eleitorais somente caberá recurso quando:III - versarem sobre inelegibilidade ou expedição de diplomas nas eleições federais ou estaduais;","cf88,3,14,25,,125,879,282,",art-parag-inciso,1309,"art. 121. lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.§ 4º das decisões dos tribunais regionais eleitorais somente caberá recurso quando: versarem sobre inelegibilidade ou expedição de diplomas nas eleições federais ou estaduais;"
1310,1863,IV - anularem diplomas ou decretarem a perda de mandatos eletivos federais ou estaduais;,"Art. 121. Lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.§ 4º Das decisões dos Tribunais Regionais Eleitorais somente caberá recurso quando:IV - anularem diplomas ou decretarem a perda de mandatos eletivos federais ou estaduais;","cf88,3,14,25,,125,879,283,",art-parag-inciso,1310,"art. 121. lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.§ 4º das decisões dos tribunais regionais eleitorais somente caberá recurso quando: anularem diplomas ou decretarem a perda de mandatos eletivos federais ou estaduais;"
1311,1864,"V - denegarem habeas corpus, mandado de segurança, habeas data ou mandado de injunção.","Art. 121. Lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.§ 4º Das decisões dos Tribunais Regionais Eleitorais somente caberá recurso quando:V - denegarem habeas corpus, mandado de segurança, habeas data ou mandado de injunção.","cf88,3,14,25,,125,879,284,",art-parag-inciso,1311,"art. 121. lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.§ 4º das decisões dos tribunais regionais eleitorais somente caberá recurso quando: denegarem habeas corpus, mandado de segurança, habeas data ou mandado de injunção."
1312,1865,Art. 122. São órgãos da Justiça Militar:,Art. 122. São órgãos da Justiça Militar:,"cf88,3,14,26,,126,,,",art,1312,art. 122. são órgãos da justiça militar:
1313,1866,I - o Superior Tribunal Militar;,Art. 122. São órgãos da Justiça Militar:I - o Superior Tribunal Militar;,"cf88,3,14,26,,126,880,,",art-inciso,1313,art. 122. são órgãos da justiça militar: o superior tribunal militar;
1314,1867,II - os Tribunais e Juízes Militares instituídos por lei.,Art. 122. São órgãos da Justiça Militar:II - os Tribunais e Juízes Militares instituídos por lei.,"cf88,3,14,26,,126,881,,",art-inciso,1314,art. 122. são órgãos da justiça militar: os tribunais e juízes militares instituídos por lei.
1315,1868,"Art. 123. O Superior Tribunal Militar compor-se-á de quinze Ministros vitalícios, nomeados pelo Presidente da República, depois de aprovada a indicação pelo Senado Federal, sendo três dentre oficiais-generais da Marinha, quatro dentre oficiais-generais do Exército, três dentre oficiais-generais da Aeronáutica, todos da ativa e do posto mais elevado da carreira, e cinco dentre civis.","Art. 123. O Superior Tribunal Militar compor-se-á de quinze Ministros vitalícios, nomeados pelo Presidente da República, depois de aprovada a indicação pelo Senado Federal, sendo três dentre oficiais-generais da Marinha, quatro dentre oficiais-generais do Exército, três dentre oficiais-generais da Aeronáutica, todos da ativa e do posto mais elevado da carreira, e cinco dentre civis.","cf88,3,14,26,,127,,,",art,1315,"art. 123. o superior tribunal militar comporseá de quinze ministros vitalícios, nomeados pelo presidente da república, depois de aprovada a indicação pelo senado federal, sendo três dentre oficiaisgenerais da marinha, quatro dentre oficiaisgenerais do exército, três dentre oficiaisgenerais da aeronáutica, todos da ativa e do posto mais elevado da carreira, e cinco dentre civis."
1316,1870,"Parágrafo único. Os Ministros civis serão escolhidos pelo Presidente da República dentre brasileiros maiores de trinta e cinco anos, sendo:","Parágrafo único. Os Ministros civis serão escolhidos pelo Presidente da República dentre brasileiros maiores de trinta e cinco anos, sendo:","cf88,3,14,26,,127,882,,",par,1316,". os ministros civis serão escolhidos pelo presidente da república dentre brasileiros maiores de trinta e cinco anos, sendo:"
1317,1871,"I - três dentre advogados de notório saber jurídico e conduta ilibada, com mais de dez anos de efetiva atividade profissional;","Art. 123. O Superior Tribunal Militar compor-se-á de quinze Ministros vitalícios, nomeados pelo Presidente da República, depois de aprovada a indicação pelo Senado Federal, sendo três dentre oficiais-generais da Marinha, quatro dentre oficiais-generais do Exército, três dentre oficiais-generais da Aeronáutica, todos da ativa e do posto mais elevado da carreira, e cinco dentre civis.Parágrafo único. Os Ministros civis serão escolhidos pelo Presidente da República dentre brasileiros maiores de trinta e cinco anos, sendo:I - três dentre advogados de notório saber jurídico e conduta ilibada, com mais de dez anos de efetiva atividade profissional;","cf88,3,14,26,,127,882,285,",art-parag-inciso,1317,"art. 123. o superior tribunal militar comporseá de quinze ministros vitalícios, nomeados pelo presidente da república, depois de aprovada a indicação pelo senado federal, sendo três dentre oficiaisgenerais da marinha, quatro dentre oficiaisgenerais do exército, três dentre oficiaisgenerais da aeronáutica, todos da ativa e do posto mais elevado da carreira, e cinco dentre civis.. os ministros civis serão escolhidos pelo presidente da república dentre brasileiros maiores de trinta e cinco anos, sendo: três dentre advogados de notório saber jurídico e conduta ilibada, com mais de dez anos de efetiva atividade profissional;"
