,Texto,pre
95,"  Segundo a teoria concretista geral das decisões em sede de mandado de injunção, uma vez reconhecida a mora legislativa, o direito deverá ser concretizado judicialmente para viabilização de seu exercício por todos, indistintamente.","  segundo a teoria concretista geral das decisões em sede de mandado de injunção, uma vez reconhecida a mora legislativa, o direito deverá ser concretizado judicialmente para viabilização de seu exercício por todos, indistintamente."
96,"  Sempre que a ausência de regulamentação impedir exercício de direito, o mandado de injunção poderá ser impetrado contra entes públicos e contra entes privados.","  sempre que a ausência de regulamentação impedir exercício de direito, o mandado de injunção poderá ser impetrado contra entes públicos e contra entes privados."
97,"  O habeas corpus somente cabe contra prisões civis e criminais, não sendo admissível, em nenhuma hipótese, contra prisões militares disciplinares.","  o habeas corpus somente cabe contra prisões civis e criminais, não sendo admissível, em nenhuma hipótese, contra prisões militares disciplinares."
98,  Os remédios constitucionais podem ser de natureza administrativa ou judicial.,  os remédios constitucionais podem ser de natureza administrativa ou judicial.
99,"  O conceito de constituição harmoniza e unifica normas criadoras da figura do Estado, regulamentando sua forma, seu sistema e seu regime de governo, a aquisição e o exercício de poder e os limites e direitos fundamentais.","  o conceito de constituição harmoniza e unifica normas criadoras da figura do estado, regulamentando sua forma, seu sistema e seu regime de governo, a aquisição e o exercício de poder e os limites e direitos fundamentais."
100,"  No sentido culturalista, a constituição é produzida por uma comunidade que sobre ela influi, integrando aspectos sociais, políticos, jurídicos e econômicos.","  no sentido culturalista, a constituição é produzida por uma comunidade que sobre ela influi, integrando aspectos sociais, políticos, jurídicos e econômicos."
101,"  No sentido jurídico, a constituição revela parâmetro de controle da constitucionalidade das normas que lhe são hierarquicamente inferiores.","  no sentido jurídico, a constituição revela parâmetro de controle da constitucionalidade das normas que lhe são hierarquicamente inferiores."
102,"  No sentido político, a constituição espelha os fatores reais de poder, isto é, revela a vontade da elite política dominante do momento.","  no sentido político, a constituição espelha os fatores reais de poder, isto é, revela a vontade da elite política dominante do momento."
103,"  No sentido sociológico, constituição é um fato social que deve reequilibrar desigualdades.","  no sentido sociológico, constituição é um fato social que deve reequilibrar desigualdades."
104,  O tráfico ilícito de entorpecentes é crime inafiançável.,  o tráfico ilícito de entorpecentes é crime inafiançável.
105,  É vedado ao Poder Legislativo efetuar o controle de constitucionalidade repressivo de normas em abstrato.,  é vedado ao poder legislativo efetuar o controle de constitucionalidade repressivo de normas em abstrato.
106,"  Para o efeito do conhecimento da reclamação constitucional, o STF admite o uso da teoria da transcendência dos motivos determinantes das ações julgadas em sede de controle concentrado.","  para o efeito do conhecimento da reclamação constitucional, o stf admite o uso da teoria da transcendência dos motivos determinantes das ações julgadas em sede de controle concentrado."
107,"  Conforme o conceito de bloco de constitucionalidade, há normas constitucionais não expressamente incluídas no texto da CF que podem servir como paradigma para o exercício de controle de constitucionalidade.","  conforme o conceito de bloco de constitucionalidade, há normas constitucionais não expressamente incluídas no texto da cf que podem servir como paradigma para o exercício de controle de constitucionalidade."
108,  Compete à Advocacia-Geral da União exercer as atividades de consultoria e assessoramento jurídico à Polícia Federal.,  compete à advocaciageral da união exercer as atividades de consultoria e assessoramento jurídico à polícia federal.
109,  Cumpre ao STF julgar o recurso ordinário de habeas corpus decidido em única instância pelo Tribunal Superior Eleitoral (TSE).,  cumpre ao stf julgar o recurso ordinário de habeas corpus decidido em única instância pelo tribunal superior eleitoral (tse).
110,  Cabe originariamente ao STF processar e julgar habeas data contra ato de ministro de estado.,  cabe originariamente ao stf processar e julgar habeas data contra ato de ministro de estado.
111,  Compete à Polícia Federal exercer as funções de polícia marítima.,  compete à polícia federal exercer as funções de polícia marítima.
112,  O confisco e a posterior reversão a fundo especial de bem apreendido em decorrência do tráfico ilícito de entorpecentes exigem prova de habitualidade e reiteração do uso do bem para a referida finalidade.,  o confisco e a posterior reversão a fundo especial de bem apreendido em decorrência do tráfico ilícito de entorpecentes exigem prova de habitualidade e reiteração do uso do bem para a referida finalidade.
113,"  Devido ao fato de a Força Nacional de Segurança Pública ser um programa de cooperação federativa ao qual podem aderir os entes federados, é inconstitucional o seu emprego em território de estado-membro sem a anuência de seu governador.","  devido ao fato de a força nacional de segurança pública ser um programa de cooperação federativa ao qual podem aderir os entes federados, é inconstitucional o seu emprego em território de estadomembro sem a anuência de seu governador."
114,"  Como regra, a medida própria para a reparação de eventual abuso da liberdade de expressão é o direito de resposta ou a responsabilização civil, e não a supressão de texto jornalístico por meio de liminar.","  como regra, a medida própria para a reparação de eventual abuso da liberdade de expressão é o direito de resposta ou a responsabilização civil, e não a supressão de texto jornalístico por meio de liminar."
115,"  A falta de estabelecimento penal adequado não autoriza a manutenção do condenado em regime prisional mais gravoso, podendo o juiz da execução autorizar a saída antecipada de sentenciados enquadrados nesse regime em razão da falta de vagas no estabelecimento penal.","  a falta de estabelecimento penal adequado não autoriza a manutenção do condenado em regime prisional mais gravoso, podendo o juiz da execução autorizar a saída antecipada de sentenciados enquadrados nesse regime em razão da falta de vagas no estabelecimento penal."
